Ticker,Razão Social,CNPJ,Nome Pregão,Segmento,Cotas emitidas,Descrição,Link de Acesso,Público alvo,Segmento ANBIMA,Número de cotistas,Tipo de gestão,Prazo de duração,Tipo ANBIMA,Administrador,CNPJ Administrador,Telefone Administrador,Email Administrador,Site Administrador,Data de constituição do fundo,Valor inicial da cota (IPO),Registro na CVM
HTMX11B,,,,Indefinido,,"HTMX11B: FII HOTEL MX        

        O FUNDO DE INVESTIMENTO IMOBILIÁRIO – FII HOTEL MAXINVEST é constituído sob a forma de condomínio fechado, com prazo de duração indeterminado, pelo regulamento, e pelas disposições legais e regulamentares que lhe forem aplicáveis.",https://www.fundsexplorer.com.br/funds/HTMX11B,,,,,,,,,,,,,,
HUCG11,FDO INV IMOB HOSPITAL UNIMED CAMPINA GRANDE,39.347.413/0001-82,FII UNIMED C,Hospitalar,1.122.000,,https://www.fundsexplorer.com.br/funds/HUCG11,Investidores em Geral,Hospital,244,Passiva,Indeterminado,Desenvolvimento para Renda,COINVALORES CCVM LTDA,00.336.036/0001-40,(11)3035-4143(11)3035-4141,admfundoimobiliario@coinvalores.com.br,www.coinvalores.com.br,,,
HUSC11,Hospital Unimed Sul Capixaba,28.851.767/0001-43,Hospital Unimed Sul Capixaba,Hospitalar,850.821,"HUSC11: Hospital Unimed Sul Capixaba        


HUSC11 – Um
FII De Desenvolvimento Para Gestão Passiva


HUSC11 é um fundo imobiliário do tipo tijolo. Seus
investimentos são destinados a aplicações em empreendimentos imobiliários
hospitalares.

Fundos como o 
HUSC11 
tem o objetivo de
comprar ou construir imóveis para alugar e gerar uma renda mensal. Fundos desse
tipo, geralmente buscam uma renda constante com potencial de valorização e
reajustes de aluguéis.

O 
FII Hospital Unimed Sul Capixaba
 é um fundo de investimento imobiliário do tipo ANBIMA desenvolvimento
para renda gestão passiva de segmento outros. É constituído sob a forma de
condomínio fechado, com prazo de duração indeterminado, regido pelas
disposições legais e regulamentares que lhe forem aplicáveis.


Características do fundo HUSC11


O 
Fundo
Imobiliário 
Hospital Unimed Sul Capixaba 
foi constituído
em outubro de 2017 e tem por objetivo a construção e exploração comercial, na
modalidade BTS (
Built-to-suit
) de um hospital de média e alta
complexidade locado para a Unimed Sul Capixaba e localizado em Cachoeiro de
Itapemirim (ES).

Esse ativo foi adquirido pelo
fundo para construção de um hospital para exploração comercial do Imóvel e
aquisição de quaisquer direitos reais sobre bens imóveis (em conjunto com o
Imóvel denominados de “Ativos Imobiliários”).

A parcela do patrimônio não
aplicada nos ativos imobiliários poderá ser aplicada em cotas de fundos de
investimento ou ativos de renda fixa, incluindo os títulos públicos federais,
operações compromissadas lastreadas nesses títulos e títulos de emissão ou
coobrigação de instituição financeira, incluindo certificados de depósito
bancário (CDB) (“Ativos de Renda Fixa, e em conjunto com os Ativos Imobiliários
“Ativos”).

O HUSC11 tem por objetivo
fundamental obter a valorização de suas cotas, e, consequentemente,
proporcionar rentabilidade a seus cotistas através de obtenção de renda na
exploração dos seus ativos.

O fundo é administrado pelo Rio
Bravo Investimentos DTVM Ltda.

As
cotas do 
FII Hospital Unimed Sul Capixaba
 são negociadas com o código (ticker) 
HUSC11
 no
mercado de bolsa da B3 - Brasil, Bolsa e Balcão.

Sua
taxa de administração é de 0,35% ao ano sobre patrimônio líquido com
mínimo de R$ 42.000,00 mensais corrigido pelo IGPM. Gestão: já incluído na taxa
de administração, sendo 30% desta.

A
política de distribuição de 
rendimentos do HUSC11 
deve
distribuir a seus cotistas, no mínimo, 95% dos resultados auferidos, apurados
segundo o regime de caixa.

Os lucros auferidos mensalmente
serão distribuídos aos cotistas até o 15º dia do mês imediatamente subsequente
ao de referência, ou, no caso deste não ser um dia útil, o dia útil
imediatamente anterior, a título de antecipação dos lucros do semestre a serem
distribuídos.

Farão jus aos lucros referidos
acima os titulares de cotas que estiverem registrados no sistema de
escrituração no dia da divulgação da distribuição de rendimentos.

O objeto do 
HUSC11
 e sua
política de investimento não poderão ser alterados sem prévia deliberação da
assembleia geral de cotistas.

É permitido ao fundo a
realização de operações com derivativos, desde que utilizadas para fins de
proteção patrimonial (
hedge
) e a exposição a tais operações corresponda
a, no máximo, o valor do seu patrimônio líquido.


FII Hospital Unimed Sul
Capixaba – HUSC11


As aplicações realizadas no fundo não contam com garantia
do Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador
ser responsabilizado por eventuais depreciações dos ativos que compõem a
carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
HUSC11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/HUSC11,Investidores em Geral,Outros,774,Passiva,Indeterminado,Desenvolvimento para Renda,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,72.600.026/0001-81,(11) 3509-6600,fundosimobiliarios@riobravo.com.br,www.riobravo.com.br,06/10/2017,,
HUSI11,HUSI FDO INV. IMOB.,30.017.492/0001-99,FII HUSI,Hospitalar,116.362,,https://www.fundsexplorer.com.br/funds/HUSI11,Investidores em Geral,Hospital,105,Ativa,Indeterminado,Desenvolvimento para Renda,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,67.030.395/0001-46,0800 930 0930,ouvidoria@trusteedtvm.com.br,www.trusteedtvm.com.br,,,
IAAG11,INTER AMERRA - FIAGRO,42.692.399/0001-69,FIAGRO IAAG,Indefinido,5.448.766,,https://www.fundsexplorer.com.br/funds/IAAG11,Investidores em Geral,Títulos e Valores Mobiliários,9.326,Ativa,Indeterminado,Híbrido,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,18.945.670/0001-46,31 3614-5332,ri.fii@interdtvm.com.br,https://inter.co/inter-dtvm/,,,
IAGR11,SFI INVESTIMENTOS DO AGRONEGÓCIO,44.286.898/0001-81,FIAGRO SFI,Indefinido,2.797.940,,https://www.fundsexplorer.com.br/funds/IAGR11,Investidores em Geral,Títulos e Valores Mobiliários,3.918,Ativa,Indeterminado,Títulos e Valores Mobiliários,BANCO DAYCOVAL S.A.,62.232.889/0001-90,(11)3138-0921,middlesmc@bancodaycoval.com.br,https://www.daycoval.com.br/institucional/mercado-de-capitais,,,
IBBP11,FII IBBP,52.551.605/0001-74,FII IBBP,Indefinido,25.724.014,,https://www.fundsexplorer.com.br/funds/IBBP11,Investidor Qualificado,Outros,295,Ativa,Indeterminado,Renda,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22.610.500/0001-88,11 3030-7177,fundos@vortx.com.br,www.vortx.com.br,,,
IBCR11,FDO DE INV IMOBILIÁRIO DE CRI INTEGRAL BREI,40.011.251/0001-96,FII BREI,Papéis,958.423,,https://www.fundsexplorer.com.br/funds/IBCR11,Investidores em Geral,Títulos e Valores Mobiliários,3.954,Ativa,Indeterminado,Títulos e Valores Mobiliários,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
IBFF11,FDO INV. IMOB. FOF INTEGRAL BREI,33.721.517/0001-29,FII FOF BREI,Fundo de Fundos,666.681,"IBFF11: FDO INV. IMOB. FOF INTEGRAL BREI        


IBFF11 – Um
Fundo Imobiliário que investe em cotas de FIIs


IBFF11 é um fundo imobiliário do tipo papel FOF – Fundo de
fundos. Seus investimentos são destinados com prioridade em aquisições de cotas
de outros fundos imobiliários.

Fundo de fundos como o 
IBFF11
 possuem um
perfil de ser bem diversificado. Investindo em FOFs, o portfólio do fundo vai
se dividir em uma variedade de fundos distintos.

O 
FOF Integral Brei
 é um fundo de investimento imobiliário do tipo ANBIMA renda gestão
ativa de segmento títulos e valores mobiliários. É constituído sob a forma de
condomínio fechado, com prazo de duração indeterminado, sendo regido por seu
regulamento e pelas disposições legais que lhe forem aplicáveis.


Características
do fundo IBFF11


O 
Fundo Imobiliário
 
FOF Integral Brei
 foi constituído em maio de 2019 e tem
por objeto o investimento, preponderantemente, em cotas de outros fundos de
investimento imobiliário (FII) e, complementarmente, nos seguintes ativos: Certificados
de Recebíveis Imobiliários (CRI), letras hipotecárias, letras de crédito
imobiliário e letras imobiliárias garantidas.

O IBFF11 é destinado a investidores em geral, pessoas
físicas ou jurídicas, sejam eles investidores qualificados e profissionais ou
não qualificados, nos termos da legislação aplicável, incluindo investidores
não residentes que invistam no Brasil segundo as normas aplicáveis.

É administrado pelo BTG Pactual, instituição financeira
devidamente credenciada e habilitada pela Comissão de Valores Mobiliários (CVM)
para administrar recursos de terceiros.

As cotas do 
FOF Integral Brei
 são negociadas com o código
(ticker) IBFF11 no mercado de bolsa da B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é de 0,20% ao ano (mínimo de R$
25.000,00 mensais corrigido pelo IGPM). Gestão: 0,80% ao ano (mínimo de R$
50.000,00 mensais corrigido pelo IGPM). Escrituração: 0,05% ao ano (mínimo de
R$ 5.000,00 mensais corrigido pelo IGPM). Todas as taxas serão cobradas sobre
patrimônio líquido ou valor de mercado do fundo se o fundo fizer parte de
índice de mercado (IFIX). Performance: 20% sobre o que exceder variação do
IFIX.

A política de distribuição de 
rendimentos do IBFF11
 deve
distribuir a seus cotistas, no mínimo, 95% dos resultados auferidos, apurados
segundo o regime de caixa.

O resultado auferido num determinado período será
distribuído aos cotistas, mensalmente, sempre até o 12º dia útil do mês
subsequente ao do recebimento dos recursos, a título de antecipação dos
rendimentos do semestre a serem distribuídos.


FOF
Integral Brei – IBFF11


As aplicações realizadas no fundo não contam com garantia do
Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador
ser responsabilizado por eventuais depreciações dos ativos que compõem a
carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
IBFF11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/IBFF11,Investidores em Geral,Títulos e Valores Mobiliários,3.870,Ativa,Indeterminado,Títulos e Valores Mobiliários,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
ICNE11,ÍCONE - FUNDO DE INVEST IMOB RES LIMITADA,53.137.434/0001-02,FII ICNE,Imóveis Residenciais,120.000,,https://www.fundsexplorer.com.br/funds/ICNE11,Investidor Qualificado,Residencial,2,Ativa,Indeterminado,Desenvolvimento para Venda,OLIVEIRA TRUST DTVM S.A.,36.113.876/0001-91,(21) 3514-0000,ger2.fundos@oliveiratrust.com.br,www.oliveiratrust.com.br,,,
ICRI11,ITAÚ CRÉDITO IMOB IPCA FDO DE INV IMOB,51.294.441/0001-84,FII CI IPCA,Misto,3.857.359,,https://www.fundsexplorer.com.br/funds/ICRI11,Investidores em Geral,Títulos e Valores Mobiliários,6.271,Ativa,Indeterminado,Títulos e Valores Mobiliários,INTRAG DTVM LTDA.,62.418.140/0001-31,55 (11) 30726012,produtosestruturados@itau-unibanco.com.br,www.intrag.com.br,,,
IDFI11,FDO INV IMOBILIÁRIO DE UNIDADES AUTÔNOMAS,32.774.914/0001-04,FII UNIDADES,Indefinido,2.057.925,,https://www.fundsexplorer.com.br/funds/IDFI11,Investidor Profissional,Híbrido,468,Ativa,Determinado,Renda,ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,16.695.922/0001-09,11 4637 6633,administracao@idsf.com.br,WWW.IDSF.COM.BR,,,
IDGO11,,,,,,,https://www.fundsexplorer.com.br/funds/IDGO11,,,,,,,,,,,,,,
IDGR11,FDO DE INV IMOBILIÁRIO DE UNIDADES AUTÔNOMAS II,44.177.538/0001-41,FII UNID II,Misto,883.359,,https://www.fundsexplorer.com.br/funds/IDGR11,Investidor Profissional,Híbrido,95,Ativa,Determinado,Renda,ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,16.695.922/0001-09,11 4637 6633,administracao@idsf.com.br,WWW.IDSF.COM.BR,,,
IDUA11,FDO DE INV IMOBILIÁRIO DE UNIDADES AUTÔNOMAS IV,52.324.762/0001-47,FII IDUA,Imóveis Comerciais - Outros,402.311,,https://www.fundsexplorer.com.br/funds/IDUA11,Investidor Profissional,Híbrido,2,Ativa,Determinado,Títulos e Valores Mobiliários,ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,16.695.922/0001-09,11 4637 6633,administracao@idsf.com.br,WWW.IDSF.COM.BR,,,
IFID11,,,,Indefinido,,,https://www.fundsexplorer.com.br/funds/IFID11,,,,,,,,,,,,,,
IFIE11,,,,Indefinido,,"IFIE11: FII IFI-E        


IFIE11 – Um Fundo de fundos

IFIE11 é um fundo imobiliário do tipo fundo de fundos. O foco dos seus investimentos está primordialmente em investir em cotas de outros fundos de investimento imobiliário.

 

Um fundo de fundos como o IFIE11 possui um perfil de grande diversificação no mercado.

 

Com investimento em FOFs, o portfólio do fundo se divide em uma variedade de fundos distintos, dividindo os riscos com potencialização de lucros.

 

O  IFI-E Inter Fundo de Investimento Imobiliário é um fundo de investimento imobiliário do tipo ANBIMA renda gestão passiva de segmento de fundo de fundos. É constituído sob a forma de condomínio fechado, regido pelo seu regulamento e pelas disposições legais e regulamentares que lhe forem aplicáveis.

Características do fundo IFIE11

O objetivo do IFIE11 é aplicar primordialmente, em cotas de FII pertencentes à carteira teórica do índice de referência IFI-E e, complementarmente, em ativos de liquidez, visando proporcionar rentabilidade aos Cotistas.

 

O IFI-E é um índice que mede o retorno total de uma carteira teórica formada por FII presentes no IFIX, apurado e divulgado pela B3 e composto pelos trinta maiores FII de acordo com o valor de mercado das cotas disponíveis à negociação.

O IFIE11 é administrado pelo Inter DTVM e gestado pela Inter Asset.

As cotas do IFI-E Inter Fundo de Investimento Imobiliário são negociadas com o código (ticker) IFIE11 no mercado de bolsa da B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração corresponde a 0,30% a.a.

O IFIE11 distribuirá aos cotistas, independentemente da realização de assembleia geral de cotistas no mínimo 95% dos lucros auferidos pelo fundo, apurados segundo o regime de caixa, com base em balanço ou balancete semestral encerrado em 30 de junho e 31 de dezembro de cada ano.

A distribuição dos rendimentos auferidos será realizada mensalmente, sempre no 10º dia útil do mês subsequente ao do recebimento dos recursos pelo fundo, a título de antecipação dos rendimentos do semestre a serem distribuídos.

IFI-E Inter Fundo de Investimento Imobiliário – IFIE11

As aplicações realizadas no fundo não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador ser responsabilizado por eventuais depreciações dos ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e do regulamento do fundo de investimento pelo investidor ao aplicar seus recursos.

Para conferir outros dados e indicadores do IFIE11, continue navegando em nosso site. Temos todas as informações necessárias disponíveis aqui.",https://www.fundsexplorer.com.br/funds/IFIE11,,,,,,,,,,,,,,
IFRA11,ITAU FDO INV COTAS FDO INCENT DE INV INFR. RF CP,34.633.510/0001-18,FI ITAUINFRA,Indefinido,,,https://www.fundsexplorer.com.br/funds/IFRA11,,,,,,,,,,,,,,
IFRI11,,,,,,,https://www.fundsexplorer.com.br/funds/IFRI11,,,,,,,,,,,,,,
IMOV11,Navi Hedge Fund,46.437.903/0001-35,Navi Hedge Fund,Indefinido,53.092.572,,https://www.fundsexplorer.com.br/funds/IMOV11,Investidores em Geral,Híbrido,13.027,Ativa,Indeterminado,Híbrido,BANCO DAYCOVAL S.A.,62.232.889/0001-90,(11)3138-0921,middlesmc@bancodaycoval.com.br,https://www.daycoval.com.br/institucional/mercado-de-capitais,,,
INDE11,INTER DESENVOLVIMENTO FDO DE INV IMOB,52.635.194/0001-03,FII INDE,Lajes Corporativas,57.679,,https://www.fundsexplorer.com.br/funds/INDE11,Investidores em Geral,Residencial,1,Ativa,Determinado,Desenvolvimento para Venda,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,18.945.670/0001-46,31 3614-5332,ri.fii@interdtvm.com.br,https://inter.co/inter-dtvm/,,,
INFA11,FI FATR INFA,55.507.276/0001-52,FI FATR INFA,Outros,,,https://www.fundsexplorer.com.br/funds/INFA11,,,,,,,,,,,,,,
INFB11,DRÝS Fi-Infra,54.810.341/0001-51,DRÝS Fi-Infra,Indefinido,,,https://www.fundsexplorer.com.br/funds/INFB11,,,,,,,,,,,,,,
IRDM11,Iridium Recebíveis Imobiliários,28.830.325/0001-10,Iridium Recebíveis Imobiliários,Papéis,36.433.827,"IRDM11: Iridium Recebíveis Imobiliários        


IRDM11 – FII
Renda Gestão Ativa De CRI


IRDM11 é
um fundo imobiliário do tipo papel. Seus investimentos são destinados
principalmente em ativos de títulos e valores mobiliários.

Fundos
de papel com o perfil do
 IRDM11
 investem de forma predominante
em títulos de dívida imobiliária e outros valores mobiliários. Dentre os
títulos permitidos, os mais comuns são os certificados de recebíveis
imobiliários (CRIs).

O 
FII Iridium Recebíveis Imobiliários
 é um fundo de investimento imobiliário do tipo ANBIMA renda
gestão ativa de segmento títulos e valores mobiliários. É constituído sob a
forma de condomínio fechado, com prazo de duração indeterminado, sendo regido
por seu regulamento e pelas disposições legais que lhe forem aplicáveis.


Características
do fundo IRDM11


O 
Fundo
Imobiliário 
Iridium Recebíveis Imobiliários 
foi constituído
em novembro 2017 e tem como foco principal, investimento em Certificados de
Recebíveis Imobiliários (CRIs), desde que atendam aos critérios definidos na
política de investimento.

Outros ativos imobiliários:
Complementarmente, é permitido o investimento em Letras de Crédito Imobiliário
(LCIs), Fundos de Investimento Imobiliário (FIIs), Letras Imobiliárias
Garantidas (LIGs), Certificados de Potencial Adicional de Construção (CEPACs),
com base na Instrução CVM nº 401, de 29 de dezembro de 2003.

O fundo deverá manter, no
mínimo, 67% e, no máximo, 100% do seu patrimônio líquido investido em CRI, e
até 33% do seu patrimônio líquido investido nos demais ativos imobiliários
listados acima.

No mínimo 50% dos CRI que
compõem parcela do patrimônio líquido deverão possuir classificação de risco
(rating) atribuída à emissão, em escala nacional, no mínimo equivalente a A+,
atribuído pela Standard & Poors, Fitch ou Moody´s.

É
administrado pelo BTG Pactual Serviços Financeiros S.A. DTVM,
instituição financeira devidamente credenciada pela Comissão de Valores
Mobiliários (CVM) para o exercício da atividade de administração de carteiras
de títulos e valores mobiliários.

As
cotas do 
FII Iridium Recebíveis Imobiliários
 são negociadas com o código (ticker) 
IRDM11
 no
mercado de bolsa da B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é de 0,17% ao ano sobre patrimônio
líquido ou valor de mercado do fundo se o fundo fizer parte de índice de
mercado (IFIX) com mínimo de R$ 20.000,00 mensais corrigido pelo IGPM. Gestão:
0,83% ao ano sobre patrimônio líquido.

A política
de distribuição de 
rendimentos do IRDM11 
deve distribuir a
seus cotistas, no mínimo, 95% dos resultados auferidos, apurados segundo o
regime de caixa.

O resultado auferido num determinado período será
distribuído, mensalmente, sempre até o 12º dia útil do mês subsequente ao do
recebimento dos recursos pelo fundo, a título de antecipação dos rendimentos do
semestre a serem distribuídos.

Em adição, o fundo manterá sistema de registro contábil,
permanentemente atualizado, de forma a demonstrar aos cotistas as parcelas
distribuídas a título de pagamento de rendimento.


FII
Iridium Recebíveis Imobiliários - IRDM11


As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
IRDM11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/IRDM11,Investidores em Geral,Títulos e Valores Mobiliários,288.936,Ativa,Indeterminado,Títulos e Valores Mobiliários,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,06/03/2018,,
IRIM11,IRIDIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.076.564/0001-95,FII IRIM,Indefinido,1.920.000,,https://www.fundsexplorer.com.br/funds/IRIM11,Investidores em Geral,Híbrido,2.634,Ativa,Indeterminado,Híbrido,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
ISCJ11,INVISTA SCJ - FII,50.418.740/0001-10,FII ISCJ,Papéis,313.970,,https://www.fundsexplorer.com.br/funds/ISCJ11,Investidor Profissional,Títulos e Valores Mobiliários,73,Ativa,Indeterminado,Títulos e Valores Mobiliários,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13.486.793/0001-42,(11) 3509-0600,infolegal@apexgroup.com,www.brltrust.com.br,,,
ITIP11,INTER TEVA INDICE DE PAPEL FUNDO DE INVESTIMENTO,36.312.772/0001-06,FII INTER IP,Papéis,748.151,,https://www.fundsexplorer.com.br/funds/ITIP11,Investidores em Geral,Títulos e Valores Mobiliários,4.382,Passiva,Indeterminado,Títulos e Valores Mobiliários,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,18.945.670/0001-46,31 3614-5332,ri.fii@interdtvm.com.br,https://inter.co/inter-dtvm/,,,
ITIT11,INTER TEVE INDICE DE TIJOLO FUNDO DE INVESTIMENTO,36.293.425/0001-83,FII INTER IT,Fundo de Fundos,900.494,"ITIT11: FII INTER IT        


IFIE11 – Um Fundo de fundos

IFIE11 é um fundo imobiliário do tipo fundo de fundos. O foco dos seus investimentos está primordialmente em investir em cotas de outros fundos de investimento imobiliário.

 

Um fundo de fundos como o IFIE11 possui um perfil de grande diversificação no mercado.

 

Com investimento em FOFs, o portfólio do fundo se divide em uma variedade de fundos distintos, dividindo os riscos com potencialização de lucros.

 

O  IFI-E Inter Fundo de Investimento Imobiliário é um fundo de investimento imobiliário do tipo ANBIMA renda gestão passiva de segmento de fundo de fundos. É constituído sob a forma de condomínio fechado, regido pelo seu regulamento e pelas disposições legais e regulamentares que lhe forem aplicáveis.

Características do fundo IFIE11

O objetivo do IFIE11 é aplicar primordialmente, em cotas de FII pertencentes à carteira teórica do índice de referência IFI-E e, complementarmente, em ativos de liquidez, visando proporcionar rentabilidade aos Cotistas.

 

O IFI-E é um índice que mede o retorno total de uma carteira teórica formada por FII presentes no IFIX, apurado e divulgado pela B3 e composto pelos trinta maiores FII de acordo com o valor de mercado das cotas disponíveis à negociação.

O IFIE11 é administrado pelo Inter DTVM e gestado pela Inter Asset.

As cotas do IFI-E Inter Fundo de Investimento Imobiliário são negociadas com o código (ticker) IFIE11 no mercado de bolsa da B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração corresponde a 0,30% a.a.

O IFIE11 distribuirá aos cotistas, independentemente da realização de assembleia geral de cotistas no mínimo 95% dos lucros auferidos pelo fundo, apurados segundo o regime de caixa, com base em balanço ou balancete semestral encerrado em 30 de junho e 31 de dezembro de cada ano.

A distribuição dos rendimentos auferidos será realizada mensalmente, sempre no 10º dia útil do mês subsequente ao do recebimento dos recursos pelo fundo, a título de antecipação dos rendimentos do semestre a serem distribuídos.

IFI-E Inter Fundo de Investimento Imobiliário – IFIE11

As aplicações realizadas no fundo não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador ser responsabilizado por eventuais depreciações dos ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e do regulamento do fundo de investimento pelo investidor ao aplicar seus recursos.

Para conferir outros dados e indicadores do IFIE11, continue navegando em nosso site. Temos todas as informações necessárias disponíveis aqui.",https://www.fundsexplorer.com.br/funds/ITIT11,Investidores em Geral,Títulos e Valores Mobiliários,9.686,Ativa,Indeterminado,Renda,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,18.945.670/0001-46,31 3614-5332,ri.fii@interdtvm.com.br,https://inter.co/inter-dtvm/,,,
ITRI11,ITAÚ TOTAL RETURN FDO DE INV IMOB,52.270.671/0001-76,FII ITRI,Shoppings,6.250.000,,https://www.fundsexplorer.com.br/funds/ITRI11,Investidores em Geral,Híbrido,18.339,Ativa,Indeterminado,Renda,INTRAG DTVM LTDA.,62.418.140/0001-31,55 (11) 30726012,produtosestruturados@itau-unibanco.com.br,www.intrag.com.br,,,
JASC11,JASC RENDA VAREJO ESSENCIAL FDO DE INV IMOB,40.886.241/0001-02,FII JASC REN,Imóveis Comerciais - Outros,3.489.342,,https://www.fundsexplorer.com.br/funds/JASC11,Investidores em Geral,Híbrido,171,Ativa,Indeterminado,Renda,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
JBFO11,JBFO FOF FDO INV. IMOB.,36.615.915/0001-59,FII JBFO FOF,Papéis,1.279.070,,https://www.fundsexplorer.com.br/funds/JBFO11,Investidores em Geral,Títulos e Valores Mobiliários,366,Ativa,Indeterminado,Títulos e Valores Mobiliários,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,00.066.670/0001-00,(11) 3684-4522,bemdtvm@bradesco.com.br,www.bradescobemdtvm.com.br,,,
JCCJ11,JHSF CAPITAL CIDADE JARDIM – FDO DE INV IMOB,50.701.686/0001-16,FII FOF JHSF,Papéis,1.668.505,,https://www.fundsexplorer.com.br/funds/JCCJ11,Investidor Profissional,Títulos e Valores Mobiliários,28,Passiva,Indeterminado,Títulos e Valores Mobiliários,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
JCDA11,JACARANDÁ I FUNDO DE INVESTIMENTO IMOBILIÁRIO,31.772.231/0001-47,FII JCDA I,Misto,15.159.655,,https://www.fundsexplorer.com.br/funds/JCDA11,Investidor Qualificado,Híbrido,50,Passiva,Determinado,Desenvolvimento para Renda,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13.486.793/0001-42,(11) 3509-0600,infolegal@apexgroup.com,www.brltrust.com.br,,,
JCDB11,JACARANDÁ 02 FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,35.705.542/0001-44,FII JCDB 02,Imóveis Comerciais - Outros,1.042.957,,https://www.fundsexplorer.com.br/funds/JCDB11,Investidor Qualificado,Híbrido,57,Ativa,Indeterminado,Híbrido,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13.486.793/0001-42,(11) 3509-0600,infolegal@apexgroup.com,www.brltrust.com.br,,,
JCIN11,FII JCIN,50.718.976/0001-72,FII JCIN,Fundo de Fundos,1.317.717,,https://www.fundsexplorer.com.br/funds/JCIN11,Investidor Profissional,Títulos e Valores Mobiliários,4,Passiva,Indeterminado,Títulos e Valores Mobiliários,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
JFLL11,JFL LIVING FDO. INV. IMOB.,36.501.181/0001-87,FII JFL LIV,Imóveis Residenciais,1.500.598,,https://www.fundsexplorer.com.br/funds/JFLL11,Investidores em Geral,Residencial,3.400,Ativa,Indeterminado,Renda,PLURAL S.A. BANCO MÚLTIPLO,45.246.410/0001-55,(21) 3923-3000,structured-funds@genial.com.vc,www.genialinvestimentos.com.br,,,
