Ticker,Descrição,Valor
KFEN11,Rendimento (ISENTO DE IR) no FUNDO,N/A
KFEN11,Valorização patrimonial no fundo,N/A
KFEN11,KFEN11 X POUPANÇA,N/A
KFOF11,Aplicação em 12 meses,"R$ 50.000,00"
KFOF11,Montante final na POUPANÇA,"R$ 53.000,00"
KFOF11,Montante final no FUNDO,"R$ 52.235,29"
KFOF11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.420,80"
KFOF11,Valorização patrimonial no fundo,"R$ 46.814,49"
KFOF11,KFOF11 X POUPANÇA,"-1,44%"
KINP11,Aplicação em 12 meses,"R$ 50.000,00"
KINP11,Montante final na POUPANÇA,"R$ 53.000,00"
KINP11,Montante final no FUNDO,"R$ 79.535,07"
KINP11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 30.284,98"
KINP11,Valorização patrimonial no fundo,"R$ 49.250,10"
KINP11,KINP11 X POUPANÇA,"50,07%"
KISU11,Aplicação em 12 meses,"R$ 50.000,00"
KISU11,Montante final na POUPANÇA,"R$ 53.000,00"
KISU11,Montante final no FUNDO,"R$ 53.545,24"
KISU11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.489,93"
KISU11,Valorização patrimonial no fundo,"R$ 48.055,31"
KISU11,KISU11 X POUPANÇA,"1,03%"
KIVO11,Aplicação em 12 meses,"R$ 50.000,00"
KIVO11,Montante final na POUPANÇA,"R$ 53.000,00"
KIVO11,Montante final no FUNDO,"R$ 53.995,01"
KIVO11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 7.934,40"
KIVO11,Valorização patrimonial no fundo,"R$ 46.060,61"
KIVO11,KIVO11 X POUPANÇA,"1,88%"
KLOG11,Aplicação em 12 meses,"R$ 50.000,00"
KLOG11,Montante final na POUPANÇA,N/A
KLOG11,Montante final no FUNDO,N/A
KLOG11,Rendimento (ISENTO DE IR) no FUNDO,N/A
KLOG11,Valorização patrimonial no fundo,N/A
KLOG11,KLOG11 X POUPANÇA,N/A
KNCA11,Aplicação em 12 meses,"R$ 50.000,00"
KNCA11,Montante final na POUPANÇA,"R$ 53.000,00"
KNCA11,Montante final no FUNDO,"R$ 55.732,13"
KNCA11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.281,86"
KNCA11,Valorização patrimonial no fundo,"R$ 49.450,27"
KNCA11,KNCA11 X POUPANÇA,"5,15%"
KNCR11,Aplicação em 12 meses,"R$ 50.000,00"
KNCR11,Montante final na POUPANÇA,"R$ 53.000,00"
KNCR11,Montante final no FUNDO,"R$ 59.497,77"
KNCR11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.928,00"
KNCR11,Valorização patrimonial no fundo,"R$ 53.569,77"
KNCR11,KNCR11 X POUPANÇA,"12,26%"
KNHF11,Aplicação em 12 meses,"R$ 50.000,00"
KNHF11,Montante final na POUPANÇA,"R$ 53.000,00"
KNHF11,Montante final no FUNDO,"R$ 53.300,21"
KNHF11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.742,25"
KNHF11,Valorização patrimonial no fundo,"R$ 47.557,96"
KNHF11,KNHF11 X POUPANÇA,"0,57%"
KNHY11,Aplicação em 12 meses,"R$ 50.000,00"
KNHY11,Montante final na POUPANÇA,"R$ 53.000,00"
KNHY11,Montante final no FUNDO,"R$ 59.459,37"
KNHY11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.087,51"
KNHY11,Valorização patrimonial no fundo,"R$ 53.371,86"
KNHY11,KNHY11 X POUPANÇA,"12,19%"
KNIP11,Aplicação em 12 meses,"R$ 50.000,00"
KNIP11,Montante final na POUPANÇA,"R$ 53.000,00"
KNIP11,Montante final no FUNDO,"R$ 57.713,47"
KNIP11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.033,60"
KNIP11,Valorização patrimonial no fundo,"R$ 52.679,87"
KNIP11,KNIP11 X POUPANÇA,"8,89%"
KNOX11,Aplicação em 12 meses,"R$ 50.000,00"
KNOX11,Montante final na POUPANÇA,"R$ 53.000,00"
KNOX11,Montante final no FUNDO,N/A
KNOX11,Rendimento (ISENTO DE IR) no FUNDO,N/A
KNOX11,Valorização patrimonial no fundo,"R$ 50.624,33"
KNOX11,KNOX11 X POUPANÇA,N/A
KNPR11,Aplicação em 12 meses,"R$ 50.000,00"
KNPR11,Montante final na POUPANÇA,N/A
KNPR11,Montante final no FUNDO,N/A
KNPR11,Rendimento (ISENTO DE IR) no FUNDO,N/A
KNPR11,Valorização patrimonial no fundo,N/A
KNPR11,KNPR11 X POUPANÇA,N/A
KNRE11,Aplicação em 12 meses,"R$ 50.000,00"
KNRE11,Montante final na POUPANÇA,"R$ 53.000,00"
KNRE11,Montante final no FUNDO,"R$ 41.333,10"
KNRE11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.493,03"
KNRE11,Valorização patrimonial no fundo,"R$ 36.840,07"
KNRE11,KNRE11 X POUPANÇA,"-22,01%"
KNRI11,Aplicação em 12 meses,"R$ 50.000,00"
KNRI11,Montante final na POUPANÇA,"R$ 53.000,00"
KNRI11,Montante final no FUNDO,"R$ 54.134,60"
KNRI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 3.800,10"
KNRI11,Valorização patrimonial no fundo,"R$ 50.334,50"
KNRI11,KNRI11 X POUPANÇA,"2,14%"
KNSC11,Aplicação em 12 meses,"R$ 50.000,00"
KNSC11,Montante final na POUPANÇA,"R$ 53.000,00"
KNSC11,Montante final no FUNDO,"R$ 57.758,76"
KNSC11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.264,03"
KNSC11,Valorização patrimonial no fundo,"R$ 52.494,74"
KNSC11,KNSC11 X POUPANÇA,"8,98%"
KNUQ11,Aplicação em 12 meses,"R$ 50.000,00"
KNUQ11,Montante final na POUPANÇA,"R$ 53.000,00"
KNUQ11,Montante final no FUNDO,"R$ 57.902,74"
KNUQ11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.901,28"
KNUQ11,Valorização patrimonial no fundo,"R$ 52.001,46"
KNUQ11,KNUQ11 X POUPANÇA,"9,25%"
KOPA11,Aplicação em 12 meses,"R$ 50.000,00"
KOPA11,Montante final na POUPANÇA,"R$ 53.000,00"
KOPA11,Montante final no FUNDO,"R$ 54.636,47"
KOPA11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 1.761,50"
KOPA11,Valorização patrimonial no fundo,"R$ 52.874,97"
KOPA11,KOPA11 X POUPANÇA,"3,09%"
KOPI11,Aplicação em 12 meses,"R$ 50.000,00"
KOPI11,Montante final na POUPANÇA,N/A
KOPI11,Montante final no FUNDO,N/A
KOPI11,Rendimento (ISENTO DE IR) no FUNDO,N/A
KOPI11,Valorização patrimonial no fundo,N/A
KOPI11,KOPI11 X POUPANÇA,N/A
KORE11,Aplicação em 12 meses,"R$ 50.000,00"
KORE11,Montante final na POUPANÇA,"R$ 53.000,00"
KORE11,Montante final no FUNDO,"R$ 55.446,56"
KORE11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.606,72"
KORE11,Valorização patrimonial no fundo,"R$ 50.839,84"
KORE11,KORE11 X POUPANÇA,"4,62%"
KRES11,Aplicação em 12 meses,"R$ 50.000,00"
KRES11,Montante final na POUPANÇA,N/A
KRES11,Montante final no FUNDO,N/A
KRES11,Rendimento (ISENTO DE IR) no FUNDO,N/A
KRES11,Valorização patrimonial no fundo,N/A
KRES11,KRES11 X POUPANÇA,N/A
LAFI11,Aplicação em 12 meses,"R$ 50.000,00"
LAFI11,Montante final na POUPANÇA,N/A
LAFI11,Montante final no FUNDO,N/A
LAFI11,Rendimento (ISENTO DE IR) no FUNDO,N/A
LAFI11,Valorização patrimonial no fundo,N/A
LAFI11,LAFI11 X POUPANÇA,N/A
LASC11,Aplicação em 12 meses,"R$ 50.000,00"
LASC11,Montante final na POUPANÇA,"R$ 53.000,00"
LASC11,Montante final no FUNDO,"R$ 59.205,43"
LASC11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 3.267,37"
LASC11,Valorização patrimonial no fundo,"R$ 55.938,05"
LASC11,LASC11 X POUPANÇA,"11,71%"
LATR11B,Aplicação em 12 meses,"R$ 50.000,00"
LATR11B,Montante final na POUPANÇA,"R$ 53.000,00"
LATR11B,Montante final no FUNDO,"R$ 151.210,07"
LATR11B,Rendimento (ISENTO DE IR) no FUNDO,"R$ 101.155,08"
LATR11B,Valorização patrimonial no fundo,"R$ 50.054,99"
LATR11B,LATR11B X POUPANÇA,"185,30%"
LAVF11,Aplicação em 12 meses,"R$ 50.000,00"
LAVF11,Montante final na POUPANÇA,N/A
LAVF11,Montante final no FUNDO,N/A
LAVF11,Rendimento (ISENTO DE IR) no FUNDO,N/A
LAVF11,Valorização patrimonial no fundo,N/A
LAVF11,LAVF11 X POUPANÇA,N/A
LFTT11,Aplicação em 12 meses,"R$ 50.000,00"
LFTT11,Montante final na POUPANÇA,"R$ 53.000,00"
LFTT11,Montante final no FUNDO,"R$ 27.438,37"
LFTT11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 11.283,21"
LFTT11,Valorização patrimonial no fundo,"R$ 16.155,16"
LFTT11,LFTT11 X POUPANÇA,"-48,23%"
LGCP11,Aplicação em 12 meses,"R$ 50.000,00"
LGCP11,Montante final na POUPANÇA,"R$ 53.000,00"
LGCP11,Montante final no FUNDO,"R$ 54.523,80"
LGCP11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.963,42"
LGCP11,Valorização patrimonial no fundo,"R$ 49.560,38"
LGCP11,LGCP11 X POUPANÇA,"2,88%"
LKDV11,Aplicação em 12 meses,"R$ 50.000,00"
LKDV11,Montante final na POUPANÇA,"R$ 53.000,00"
LKDV11,Montante final no FUNDO,N/A
LKDV11,Rendimento (ISENTO DE IR) no FUNDO,N/A
LKDV11,Valorização patrimonial no fundo,"R$ 51.421,05"
LKDV11,LKDV11 X POUPANÇA,N/A
LLAO11,Aplicação em 12 meses,"R$ 50.000,00"
LLAO11,Montante final na POUPANÇA,"R$ 53.000,00"
LLAO11,Montante final no FUNDO,"R$ 49.149,48"
LLAO11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 1.144,10"
LLAO11,Valorização patrimonial no fundo,"R$ 48.005,38"
LLAO11,LLAO11 X POUPANÇA,"-7,27%"
LOFT11,Aplicação em 12 meses,"R$ 50.000,00"
LOFT11,Montante final na POUPANÇA,N/A
LOFT11,Montante final no FUNDO,N/A
LOFT11,Rendimento (ISENTO DE IR) no FUNDO,N/A
LOFT11,Valorização patrimonial no fundo,N/A
LOFT11,LOFT11 X POUPANÇA,N/A
LOFT11B,Aplicação em 12 meses,"R$ 50.000,00"
LOFT11B,Montante final na POUPANÇA,"R$ 53.000,00"
LOFT11B,Montante final no FUNDO,N/A
LOFT11B,Rendimento (ISENTO DE IR) no FUNDO,N/A
LOFT11B,Valorização patrimonial no fundo,"R$ 50.000,00"
LOFT11B,LOFT11B X POUPANÇA,N/A
LPLP11,Aplicação em 12 meses,"R$ 50.000,00"
LPLP11,Montante final na POUPANÇA,"R$ 53.000,00"
LPLP11,Montante final no FUNDO,"R$ 58.945,06"
LPLP11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 9.039,40"
LPLP11,Valorização patrimonial no fundo,"R$ 49.905,67"
LPLP11,LPLP11 X POUPANÇA,"11,22%"
LRDI11,Aplicação em 12 meses,"R$ 50.000,00"
LRDI11,Montante final na POUPANÇA,"R$ 53.000,00"
LRDI11,Montante final no FUNDO,N/A
LRDI11,Rendimento (ISENTO DE IR) no FUNDO,N/A
LRDI11,Valorização patrimonial no fundo,"R$ 50.000,00"
LRDI11,LRDI11 X POUPANÇA,N/A
LRED11,Aplicação em 12 meses,"R$ 50.000,00"
LRED11,Montante final na POUPANÇA,N/A
LRED11,Montante final no FUNDO,N/A
LRED11,Rendimento (ISENTO DE IR) no FUNDO,N/A
LRED11,Valorização patrimonial no fundo,N/A
LRED11,LRED11 X POUPANÇA,N/A
LSAG11,Aplicação em 12 meses,"R$ 50.000,00"
LSAG11,Montante final na POUPANÇA,"R$ 53.000,00"
LSAG11,Montante final no FUNDO,N/A
LSAG11,Rendimento (ISENTO DE IR) no FUNDO,N/A
LSAG11,Valorização patrimonial no fundo,"R$ 40.515,06"
LSAG11,LSAG11 X POUPANÇA,N/A
LSOI11,Aplicação em 12 meses,"R$ 50.000,00"
LSOI11,Montante final na POUPANÇA,"R$ 53.000,00"
LSOI11,Montante final no FUNDO,N/A
LSOI11,Rendimento (ISENTO DE IR) no FUNDO,N/A
LSOI11,Valorização patrimonial no fundo,"R$ 50.000,00"
LSOI11,LSOI11 X POUPANÇA,N/A
LSPA11,Aplicação em 12 meses,"R$ 50.000,00"
LSPA11,Montante final na POUPANÇA,"R$ 53.000,00"
LSPA11,Montante final no FUNDO,"R$ 70.920,90"
LSPA11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 39.542,03"
LSPA11,Valorização patrimonial no fundo,"R$ 31.378,87"
LSPA11,LSPA11 X POUPANÇA,"33,81%"
LTMT11,Aplicação em 12 meses,"R$ 50.000,00"
LTMT11,Montante final na POUPANÇA,N/A
LTMT11,Montante final no FUNDO,N/A
LTMT11,Rendimento (ISENTO DE IR) no FUNDO,N/A
LTMT11,Valorização patrimonial no fundo,N/A
LTMT11,LTMT11 X POUPANÇA,N/A
LUGG11,Aplicação em 12 meses,"R$ 50.000,00"
LUGG11,Montante final na POUPANÇA,"R$ 53.000,00"
LUGG11,Montante final no FUNDO,"R$ 44.656,98"
LUGG11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.508,02"
LUGG11,Valorização patrimonial no fundo,"R$ 40.148,96"
LUGG11,LUGG11 X POUPANÇA,"-15,74%"
LVBI11,Aplicação em 12 meses,"R$ 50.000,00"
LVBI11,Montante final na POUPANÇA,"R$ 53.000,00"
LVBI11,Montante final no FUNDO,"R$ 53.615,08"
LVBI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.708,00"
LVBI11,Valorização patrimonial no fundo,"R$ 48.907,08"
LVBI11,LVBI11 X POUPANÇA,"1,16%"
MANA11,Aplicação em 12 meses,"R$ 50.000,00"
MANA11,Montante final na POUPANÇA,"R$ 53.000,00"
MANA11,Montante final no FUNDO,"R$ 56.759,98"
MANA11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.655,00"
MANA11,Valorização patrimonial no fundo,"R$ 50.104,98"
MANA11,MANA11 X POUPANÇA,"7,09%"
MATV11,Aplicação em 12 meses,"R$ 50.000,00"
MATV11,Montante final na POUPANÇA,"R$ 53.000,00"
MATV11,Montante final no FUNDO,"R$ 50.341,20"
MATV11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 346,20"
MATV11,Valorização patrimonial no fundo,"R$ 49.995,00"
MATV11,MATV11 X POUPANÇA,"-5,02%"
MAVC11,Aplicação em 12 meses,"R$ 50.000,00"
MAVC11,Montante final na POUPANÇA,N/A
MAVC11,Montante final no FUNDO,N/A
MAVC11,Rendimento (ISENTO DE IR) no FUNDO,N/A
MAVC11,Valorização patrimonial no fundo,N/A
MAVC11,MAVC11 X POUPANÇA,N/A
MAXR11,Aplicação em 12 meses,"R$ 50.000,00"
MAXR11,Montante final na POUPANÇA,"R$ 53.000,00"
MAXR11,Montante final no FUNDO,"R$ 60.706,50"
MAXR11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.733,23"
MAXR11,Valorização patrimonial no fundo,"R$ 54.973,27"
MAXR11,MAXR11 X POUPANÇA,"14,54%"
MAXR11B,Aplicação em 12 meses,"R$ 50.000,00"
MAXR11B,Montante final na POUPANÇA,N/A
MAXR11B,Montante final no FUNDO,N/A
MAXR11B,Rendimento (ISENTO DE IR) no FUNDO,N/A
MAXR11B,Valorização patrimonial no fundo,N/A
MAXR11B,MAXR11B X POUPANÇA,N/A
MBRF11,Aplicação em 12 meses,"R$ 50.000,00"
MBRF11,Montante final na POUPANÇA,N/A
MBRF11,Montante final no FUNDO,N/A
MBRF11,Rendimento (ISENTO DE IR) no FUNDO,N/A
MBRF11,Valorização patrimonial no fundo,N/A
MBRF11,MBRF11 X POUPANÇA,N/A
MCCI11,Aplicação em 12 meses,"R$ 50.000,00"
MCCI11,Montante final na POUPANÇA,"R$ 53.000,00"
MCCI11,Montante final no FUNDO,"R$ 54.860,84"
MCCI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.544,90"
MCCI11,Valorização patrimonial no fundo,"R$ 49.315,94"
MCCI11,MCCI11 X POUPANÇA,"3,51%"
MCEM11,Aplicação em 12 meses,"R$ 50.000,00"
MCEM11,Montante final na POUPANÇA,"R$ 53.000,00"
MCEM11,Montante final no FUNDO,N/A
MCEM11,Rendimento (ISENTO DE IR) no FUNDO,N/A
MCEM11,Valorização patrimonial no fundo,"R$ 54.972,22"
MCEM11,MCEM11 X POUPANÇA,N/A
MCFF11,Aplicação em 12 meses,"R$ 50.000,00"
MCFF11,Montante final na POUPANÇA,N/A
MCFF11,Montante final no FUNDO,N/A
MCFF11,Rendimento (ISENTO DE IR) no FUNDO,N/A
MCFF11,Valorização patrimonial no fundo,N/A
MCFF11,MCFF11 X POUPANÇA,N/A
MCHF11,Aplicação em 12 meses,"R$ 50.000,00"
MCHF11,Montante final na POUPANÇA,"R$ 53.000,00"
MCHF11,Montante final no FUNDO,"R$ 51.827,19"
MCHF11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 2.637,12"
MCHF11,Valorização patrimonial no fundo,"R$ 49.190,07"
MCHF11,MCHF11 X POUPANÇA,"-2,21%"
MCHY11,Aplicação em 12 meses,"R$ 50.000,00"
MCHY11,Montante final na POUPANÇA,"R$ 53.000,00"
MCHY11,Montante final no FUNDO,"R$ 52.458,59"
MCHY11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 7.343,28"
MCHY11,Valorização patrimonial no fundo,"R$ 45.115,31"
MCHY11,MCHY11 X POUPANÇA,"-1,02%"
MFAI11,Aplicação em 12 meses,"R$ 50.000,00"
MFAI11,Montante final na POUPANÇA,"R$ 53.000,00"
MFAI11,Montante final no FUNDO,"R$ 52.541,37"
MFAI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.865,63"
MFAI11,Valorização patrimonial no fundo,"R$ 47.675,74"
MFAI11,MFAI11 X POUPANÇA,"-0,87%"
MFCR11,Aplicação em 12 meses,"R$ 50.000,00"
MFCR11,Montante final na POUPANÇA,"R$ 53.000,00"
MFCR11,Montante final no FUNDO,"R$ 28.213,96"
MFCR11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 15.120,56"
MFCR11,Valorização patrimonial no fundo,"R$ 13.093,40"
MFCR11,MFCR11 X POUPANÇA,"-46,77%"
MFII11,Aplicação em 12 meses,"R$ 50.000,00"
MFII11,Montante final na POUPANÇA,"R$ 53.000,00"
MFII11,Montante final no FUNDO,"R$ 61.512,55"
MFII11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.798,47"
MFII11,Valorização patrimonial no fundo,"R$ 54.714,08"
MFII11,MFII11 X POUPANÇA,"16,06%"
MFVI11,Aplicação em 12 meses,"R$ 50.000,00"
MFVI11,Montante final na POUPANÇA,N/A
MFVI11,Montante final no FUNDO,N/A
MFVI11,Rendimento (ISENTO DE IR) no FUNDO,N/A
MFVI11,Valorização patrimonial no fundo,N/A
MFVI11,MFVI11 X POUPANÇA,N/A
MGCR11,Aplicação em 12 meses,"R$ 50.000,00"
MGCR11,Montante final na POUPANÇA,"R$ 53.000,00"
MGCR11,Montante final no FUNDO,"R$ 51.286,88"
MGCR11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 531,90"
MGCR11,Valorização patrimonial no fundo,"R$ 50.754,98"
MGCR11,MGCR11 X POUPANÇA,"-3,23%"
MGFF11,Aplicação em 12 meses,"R$ 50.000,00"
MGFF11,Montante final na POUPANÇA,"R$ 53.000,00"
MGFF11,Montante final no FUNDO,"R$ 52.041,25"
MGFF11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 1.506,54"
MGFF11,Valorização patrimonial no fundo,"R$ 50.534,71"
MGFF11,MGFF11 X POUPANÇA,"-1,81%"
MGHT11,Aplicação em 12 meses,"R$ 50.000,00"
MGHT11,Montante final na POUPANÇA,"R$ 53.000,00"
MGHT11,Montante final no FUNDO,"R$ 28.385,84"
MGHT11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 15.165,24"
MGHT11,Valorização patrimonial no fundo,"R$ 13.220,60"
MGHT11,MGHT11 X POUPANÇA,"-46,44%"
MGLC11,Aplicação em 12 meses,"R$ 50.000,00"
MGLC11,Montante final na POUPANÇA,N/A
MGLC11,Montante final no FUNDO,N/A
MGLC11,Rendimento (ISENTO DE IR) no FUNDO,N/A
MGLC11,Valorização patrimonial no fundo,N/A
MGLC11,MGLC11 X POUPANÇA,N/A
MGLG11,Aplicação em 12 meses,"R$ 50.000,00"
MGLG11,Montante final na POUPANÇA,"R$ 53.000,00"
MGLG11,Montante final no FUNDO,"R$ 43.330,96"
MGLG11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.278,69"
MGLG11,Valorização patrimonial no fundo,"R$ 39.052,27"
MGLG11,MGLG11 X POUPANÇA,"-18,24%"
MGRI11,Aplicação em 12 meses,"R$ 50.000,00"
MGRI11,Montante final na POUPANÇA,"R$ 53.000,00"
MGRI11,Montante final no FUNDO,"R$ 62.497,10"
MGRI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 12.497,10"
MGRI11,Valorização patrimonial no fundo,"R$ 50.000,00"
MGRI11,MGRI11 X POUPANÇA,"17,92%"
MINT11,Aplicação em 12 meses,"R$ 50.000,00"
MINT11,Montante final na POUPANÇA,"R$ 53.000,00"
MINT11,Montante final no FUNDO,"R$ 49.657,66"
MINT11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 2.346,40"
MINT11,Valorização patrimonial no fundo,"R$ 47.311,26"
MINT11,MINT11 X POUPANÇA,"-6,31%"
MMPD11,Aplicação em 12 meses,"R$ 50.000,00"
MMPD11,Montante final na POUPANÇA,N/A
MMPD11,Montante final no FUNDO,N/A
MMPD11,Rendimento (ISENTO DE IR) no FUNDO,N/A
MMPD11,Valorização patrimonial no fundo,N/A
MMPD11,MMPD11 X POUPANÇA,N/A
MMVE11,Aplicação em 12 meses,"R$ 50.000,00"
MMVE11,Montante final na POUPANÇA,"R$ 53.000,00"
MMVE11,Montante final no FUNDO,N/A
MMVE11,Rendimento (ISENTO DE IR) no FUNDO,N/A
MMVE11,Valorização patrimonial no fundo,"R$ 49.401,73"
MMVE11,MMVE11 X POUPANÇA,N/A
MOFF11,Aplicação em 12 meses,"R$ 50.000,00"
MOFF11,Montante final na POUPANÇA,N/A
MOFF11,Montante final no FUNDO,N/A
MOFF11,Rendimento (ISENTO DE IR) no FUNDO,N/A
MOFF11,Valorização patrimonial no fundo,N/A
MOFF11,MOFF11 X POUPANÇA,N/A
MORC11,Aplicação em 12 meses,"R$ 50.000,00"
MORC11,Montante final na POUPANÇA,"R$ 53.000,00"
MORC11,Montante final no FUNDO,"R$ 52.537,51"
MORC11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 3.641,80"
MORC11,Valorização patrimonial no fundo,"R$ 48.895,71"
MORC11,MORC11 X POUPANÇA,"-0,87%"
MORE11,Aplicação em 12 meses,"R$ 50.000,00"
MORE11,Montante final na POUPANÇA,"R$ 53.000,00"
MORE11,Montante final no FUNDO,"R$ 51.314,20"
MORE11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 1.279,20"
MORE11,Valorização patrimonial no fundo,"R$ 50.035,00"
MORE11,MORE11 X POUPANÇA,"-3,18%"
MTOF11,Aplicação em 12 meses,"R$ 50.000,00"
MTOF11,Montante final na POUPANÇA,"R$ 53.000,00"
MTOF11,Montante final no FUNDO,N/A
MTOF11,Rendimento (ISENTO DE IR) no FUNDO,N/A
MTOF11,Valorização patrimonial no fundo,"R$ 50.000,00"
MTOF11,MTOF11 X POUPANÇA,N/A
MTRS11,Aplicação em 12 meses,"R$ 50.000,00"
MTRS11,Montante final na POUPANÇA,N/A
MTRS11,Montante final no FUNDO,N/A
MTRS11,Rendimento (ISENTO DE IR) no FUNDO,N/A
MTRS11,Valorização patrimonial no fundo,N/A
MTRS11,MTRS11 X POUPANÇA,N/A
MVFI11,Aplicação em 12 meses,"R$ 50.000,00"
MVFI11,Montante final na POUPANÇA,N/A
MVFI11,Montante final no FUNDO,N/A
MVFI11,Rendimento (ISENTO DE IR) no FUNDO,N/A
MVFI11,Valorização patrimonial no fundo,N/A
MVFI11,MVFI11 X POUPANÇA,N/A
MXRF11,Aplicação em 12 meses,"R$ 50.000,00"
MXRF11,Montante final na POUPANÇA,"R$ 53.000,00"
MXRF11,Montante final no FUNDO,"R$ 54.252,57"
MXRF11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.212,50"
MXRF11,Valorização patrimonial no fundo,"R$ 48.040,07"
MXRF11,MXRF11 X POUPANÇA,"2,36%"
MYDW11,Aplicação em 12 meses,"R$ 50.000,00"
MYDW11,Montante final na POUPANÇA,N/A
MYDW11,Montante final no FUNDO,N/A
MYDW11,Rendimento (ISENTO DE IR) no FUNDO,N/A
MYDW11,Valorização patrimonial no fundo,N/A
MYDW11,MYDW11 X POUPANÇA,N/A
N4V111,Aplicação em 12 meses,"R$ 50.000,00"
N4V111,Montante final na POUPANÇA,N/A
N4V111,Montante final no FUNDO,N/A
N4V111,Rendimento (ISENTO DE IR) no FUNDO,N/A
N4V111,Valorização patrimonial no fundo,N/A
N4V111,N4V111 X POUPANÇA,N/A
NAGR11,Aplicação em 12 meses,"R$ 50.000,00"
NAGR11,Montante final na POUPANÇA,N/A
NAGR11,Montante final no FUNDO,N/A
NAGR11,Rendimento (ISENTO DE IR) no FUNDO,N/A
NAGR11,Valorização patrimonial no fundo,N/A
NAGR11,NAGR11 X POUPANÇA,N/A
NAVT11,Aplicação em 12 meses,"R$ 50.000,00"
NAVT11,Montante final na POUPANÇA,"R$ 53.000,00"
NAVT11,Montante final no FUNDO,"R$ 58.296,01"
NAVT11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 9.059,99"
NAVT11,Valorização patrimonial no fundo,"R$ 49.236,01"
NAVT11,NAVT11 X POUPANÇA,"9,99%"
NCHB11,Aplicação em 12 meses,"R$ 50.000,00"
NCHB11,Montante final na POUPANÇA,"R$ 53.000,00"
NCHB11,Montante final no FUNDO,"R$ 58.548,21"
NCHB11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.418,35"
NCHB11,Valorização patrimonial no fundo,"R$ 52.129,86"
NCHB11,NCHB11 X POUPANÇA,"10,47%"
NCHB11B,Aplicação em 12 meses,"R$ 50.000,00"
NCHB11B,Montante final na POUPANÇA,N/A
NCHB11B,Montante final no FUNDO,N/A
NCHB11B,Rendimento (ISENTO DE IR) no FUNDO,N/A
NCHB11B,Valorização patrimonial no fundo,N/A
NCHB11B,NCHB11B X POUPANÇA,N/A
NCRA11,Aplicação em 12 meses,"R$ 50.000,00"
NCRA11,Montante final na POUPANÇA,"R$ 53.000,00"
NCRA11,Montante final no FUNDO,"R$ 48.663,84"
NCRA11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 7.708,30"
NCRA11,Valorização patrimonial no fundo,"R$ 40.955,54"
NCRA11,NCRA11 X POUPANÇA,"-8,18%"
NCRI11,Aplicação em 12 meses,"R$ 50.000,00"
NCRI11,Montante final na POUPANÇA,"R$ 53.000,00"
NCRI11,Montante final no FUNDO,"R$ 55.728,69"
NCRI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.183,61"
NCRI11,Valorização patrimonial no fundo,"R$ 49.545,07"
NCRI11,NCRI11 X POUPANÇA,"5,15%"
NEWL11,Aplicação em 12 meses,"R$ 50.000,00"
